,TopicWord:1,TopicWeight:1
0,光催化,0.003407368
1,光生电荷,0.0029408615
2,量子基质,0.0027807893
3,自折叠螺旋高分子,0.002617059
4,传递,0.002491843
5,酮,0.002483579
6,转移,0.0023755208
7,能带结构,0.0022759999
8,Chem,0.0022666682
