,TopicWord:1,TopicWeight:1
0,多孔金属,0.0021030526
1,基因载体,0.001996982
2,化合物,0.001863429
3,有机骨架,0.0018164339
4,药物,0.0016487404
5,金属-有机骨架化合物,0.0015783062
6,生物医学,0.0015783062
7,价值,0.0015297354
8,杂合,0.0015075561
