['吉林大学', '数学基地', '建立', '1991', '年', '二十多年', '建设', '数学基地', '培养', '方案', '课程体系', '教学方法', '师资队伍', '人才培养', '模式', '人才培养', '各个方面', '改革', '一支', '学术', '水平', '高', '教学效果', '结构合理', '稳定', '师资队伍', '建成', '特色', '鲜明', '示范作用', '数学基地', '数学基地', '已有', '建设', '成果', '新形势下', '持续', '发展', '数学基地', '建设', '发展', '情况', '现', '人才培养', '支撑', '条件建设', '提出申请', '人才培养', '模式', '规律', '研究', '教材', '建设项目', '学校', '教改', '项目', '支持', '推进']
['提高', '中国东北部', '高校', '数学教师', '教学', '科研', '水平', '高校', '培养', '师资', '力量', '举办', '中国东北部', '高校', '数学', '骨干教师', '师资', '培训班', '东北部', '数学教师', '培训', '面向', '辽宁', '吉林', '黑龙江', '内蒙古', '省区', '普通高校', '数学教师', '本次', '着重', '计算数学', '专业', '概率', '统计', '专业', '教师', '培训', '开设', '连接', '学科前沿', '发展', '相关', '课程', '以此', '骨干教师', '科研训练', '聘请', '国内外', '知名', '教授', '骨干教师', '作', '学术报告', '学术', '专题讲座', '介绍', '数学', '研究', '前沿', '课题', '引导', '骨干教师', '步入', '数学', '科学研究', '领域', '激发', '科研', '热情', '提升', '东北部', '高校', '整体', '数学', '研究', '水平']
['依托', '吉林大学', '物理学', '科', '优势', '科研', '教学', '一流', '教师队伍', '构建', '先进', '实验', '内容', '实验', '技术', '物理', '实践', '教学', '体系', '重点', '建设', '完善', '本科生', '综合性', '研究性', '实践', '平台', '旨在', '改善', '本科生', '科学', '素质', '科研', '能力', '培养', '条件', '优化', '创新', '人才', '成长', '科研训练', '环境', '进一步', '科研', '环境', '本科生', '科研训练', '创新能力', '提高', '打下', '坚实基础', '物理学', '科', '本科生科研训练', '培养', '环节', '支撑', '条件', '建立', '完善', '专业', '特色', '研究', '实验', '平台', '拓展', '校内', '交叉学科', '校外', '院所', '本科生', '联合', '培养', '途径', '内容', '科学研究', '教育', '完善', '物理学', '基础科学', '创新', '人才培养', '体系', '构建', '优势', '特色', '创新性', '人才培养基地', '稳定', '提升', '一批', '高水平', '师资队伍', '探索', '物理学', '创新', '人才培养', '模式', '规律', '培养', '物理学', '拔尖', '人才', '有效途径', '建设', '创新型', '国家', '培养', '一批', '高素质', '后备', '人才']
['自然科学', '方法', '考古学', '现代考古学', '发展', '必然趋势', '中国', '考古学', '落后', '西方', '发达国家', '跟上', '国际', '学科发展', '步伐', '急需', '自然科学', '方法', '考古学', '相关', '领域', '国际', '对话', '能力', '优秀', '复合型', '人才', '2013', '2015', '年', '吉林大学', '现代考古学', '特殊学科点', '国家基础科学人才培养基金', '特殊学科点', '项目', '支持', '学科建设', '科学研究', '人才培养', '学术交流', '实验室', '建设', '图书资料', '信息', '建设', '进展', '规划', '学科点', '力争', '生物考古学', '含', '分子', '考古学', '体质', '人类学', '环境', '考古学', '骨', '化学', '综合', '实力', '国内', '领先地位']
['吉林大学', '化学基地', '依托', '国家', '重点', '实验室', '国家一级', '学科', '重点学科', '高水平', '创新', '研究', '团队', '国家级', '化学', '实验教学', '示范', '中心', '高水平', '教学科研', '队伍', '一流', '实验室', '条件', '精良', '仪器设备', '研究', '项目', '化学基地', '学生', '提供', '展示', '才华', '平台', '人才培养', '支撑', '条件', '建设项目', '实验', '能力', '培养', '切入点', '实验教学', '条件建设', '基础', '增加', '仪器设备', '进一步', '提升', '教学', '实验室', '功能', '激发', '学生', '化学', '实验', '兴趣', '提升', '学生', '实验', '训练', '层次', '基地', '学生', '构建', '适合', '创新型', '人才', '成长', '实验教学', '平台', '利用', '学科', '优质', '资源', '学生', '知识', '能力', '素质', '协调', '发展', '建设', '创新型', '国家', '培养', '优秀', '化学', '人才']
